participant_id,phase,block,task,,diff_mean,diff_variance,mapping,natural_mapping
25rd,Recap,1,reaching,0,1.0314749999999995,35.413224101923056,direct,reversed
25rd,Training,1,reaching,0,1.9688999999999997,75.25948568205126,direct,reversed
25rd,Training,2,reaching,0,1.802924999999999,25.357692276282048,direct,reversed
25rd,Training,3,reaching,0,4.315624999999999,37.78831454807691,direct,reversed
25rd,Training,4,reaching,0,2.4330749999999997,28.34234171217948,direct,reversed
25rd,Training,5,reaching,0,0.10784999999999952,31.192344079487174,direct,reversed
29rd,Post-Test,1,avoiding,0,0.6569107142857141,19.09142215551947,direct,direct
29rd,Post-Test,1,reaching,0,0.625910714285714,23.190622410064933,direct,direct
29rd,Pre-Test,1,avoiding,0,4.977946428571428,22.954254306168817,direct,direct
29rd,Pre-Test,1,reaching,0,7.5496607142857135,20.724011610064935,direct,direct
29rd,Recap,1,reaching,0,1.2951999999999997,15.694493548717947,direct,direct
29rd,Training,1,reaching,0,2.0850999999999993,20.9839442974359,direct,direct
29rd,Training,2,reaching,0,0.8262499999999994,26.02523849999999,direct,direct
29rd,Training,3,reaching,0,0.7815999999999995,16.563484143589736,direct,direct
29rd,Training,4,reaching,0,0.11589999999999952,18.57633204102564,direct,direct
29rd,Training,5,reaching,0,1.3048749999999993,32.91625052243588,direct,direct
33rd,Post-Test,1,avoiding,0,-2.090107142857143,15.164003006493498,direct,reversed
33rd,Post-Test,1,reaching,0,-0.44510714285714315,9.784304024675324,direct,reversed
33rd,Pre-Test,1,avoiding,0,3.1850535714285715,193.25153205162334,direct,reversed
33rd,Pre-Test,1,reaching,0,1.9811428571428564,234.97276317922075,direct,reversed
33rd,Recap,1,reaching,0,-0.10397500000000055,8.230954024999999,direct,reversed
33rd,Training,1,reaching,0,0.06167499999999929,34.80620427628204,direct,reversed
33rd,Training,2,reaching,0,-0.29792500000000066,21.95642063525641,direct,reversed
33rd,Training,3,reaching,0,0.02392499999999953,12.34660601987179,direct,reversed
33rd,Training,4,reaching,0,-0.7377500000000006,9.459995064102566,direct,reversed
33rd,Training,5,reaching,0,-1.3354250000000008,4.840303737820512,direct,reversed
37rd,Post-Test,1,avoiding,0,0.18632142857142814,15.261830258441556,direct,direct
37rd,Post-Test,1,reaching,0,-2.817517857142857,21.50217861785715,direct,direct
37rd,Pre-Test,1,avoiding,0,-0.6877857142857147,10.074994862337663,direct,direct
37rd,Pre-Test,1,reaching,0,-1.141285714285715,24.59593417142857,direct,direct
37rd,Recap,1,reaching,0,-0.5134000000000005,22.864379015384614,direct,direct
37rd,Training,1,reaching,0,0.5083499999999995,13.93111413076923,direct,direct
37rd,Training,2,reaching,0,1.032324999999999,18.05925309679487,direct,direct
37rd,Training,3,reaching,0,0.6043499999999995,20.415812028205128,direct,direct
37rd,Training,4,reaching,0,1.1905999999999992,22.603039015384613,direct,direct
37rd,Training,5,reaching,0,0.12447499999999938,15.36577271730769,direct,direct
41rd,Post-Test,1,avoiding,0,14.852642857142856,53.18885365194804,direct,direct
41rd,Post-Test,1,reaching,0,0.06685714285714253,28.103104961038962,direct,direct
41rd,Pre-Test,1,avoiding,0,14.421125,59.33025931136364,direct,direct
41rd,Pre-Test,1,reaching,0,3.7837321428571427,26.960498781493506,direct,direct
41rd,Recap,1,reaching,0,1.3457999999999992,28.498494164102556,direct,direct
41rd,Training,1,reaching,0,0.5978249999999992,17.108190917307695,direct,direct
41rd,Training,2,reaching,0,2.908874999999999,30.537587548076928,direct,direct
41rd,Training,3,reaching,0,2.2326249999999996,29.085890804487182,direct,direct
41rd,Training,4,reaching,0,2.348375,49.52007100961537,direct,direct
41rd,Training,5,reaching,0,2.379174999999999,24.93279568653846,direct,direct
45rd,Post-Test,1,avoiding,0,9.89726785714286,27.44294514512985,direct,direct
45rd,Post-Test,1,reaching,0,6.695857142857142,16.35339048831169,direct,direct
45rd,Pre-Test,1,avoiding,0,10.084142857142856,25.53772016103895,direct,direct
