participant_id,phase,block,task,,diff_mean,diff_variance,mapping,natural_mapping
23ad,Training,4,avoiding,0,0.6913499999999994,17.573648387179485,direct,reversed
23ad,Training,5,avoiding,0,0.5739999999999993,20.013996205128198,direct,reversed
27ad,Post-Test,1,avoiding,0,1.8587499999999995,11.790434918181816,direct,direct
27ad,Post-Test,1,reaching,0,-2.8280000000000003,36.64041087272727,direct,direct
27ad,Pre-Test,1,avoiding,0,-0.4987321428571426,36.52847885422078,direct,direct
27ad,Pre-Test,1,reaching,0,-2.7299821428571427,36.44961270876623,direct,direct
27ad,Recap,1,avoiding,0,3.7405999999999993,22.264888451282047,direct,direct
27ad,Training,1,avoiding,0,2.824649999999999,15.577092489743581,direct,direct
27ad,Training,2,avoiding,0,2.4609999999999994,17.689169743589737,direct,direct
27ad,Training,3,avoiding,0,0.9035749999999991,9.404850712179485,direct,direct
27ad,Training,4,avoiding,0,2.2738999999999994,14.601399887179486,direct,direct
27ad,Training,5,avoiding,0,2.7367749999999993,16.819733871153836,direct,direct
31ad,Post-Test,1,avoiding,0,-0.48296428571428596,18.342046762337663,direct,direct
31ad,Post-Test,1,reaching,0,-3.1289464285714286,24.897668924350647,direct,direct
31ad,Pre-Test,1,avoiding,0,1.3177500000000002,57.373383936363645,direct,direct
31ad,Pre-Test,1,reaching,0,-0.449267857142857,65.33028685422077,direct,direct
31ad,Recap,1,avoiding,0,0.6969999999999994,30.239348923076914,direct,direct
31ad,Training,1,avoiding,0,1.5757499999999993,24.62809311538461,direct,direct
31ad,Training,2,avoiding,0,1.7284499999999998,25.59613066410256,direct,direct
31ad,Training,3,avoiding,0,0.8172749999999993,25.673571281410243,direct,direct
31ad,Training,4,avoiding,0,-0.7166250000000005,30.49257993269229,direct,direct
31ad,Training,5,avoiding,0,-1.7974500000000002,43.41294338205127,direct,direct
35ad,Post-Test,1,avoiding,0,-1.2914464285714289,53.2548785788961,direct,direct
35ad,Post-Test,1,reaching,0,-2.741446428571429,26.27146970616884,direct,direct
35ad,Pre-Test,1,avoiding,0,-0.5965178571428568,47.03934694512986,direct,direct
35ad,Pre-Test,1,reaching,0,0.8529107142857146,44.485117028246755,direct,direct
35ad,Recap,1,avoiding,0,0.6305749999999997,38.21555645576922,direct,direct
35ad,Training,1,avoiding,0,1.4323749999999993,18.09416090705128,direct,direct
35ad,Training,2,avoiding,0,1.0352249999999992,30.357578691666667,direct,direct
35ad,Training,3,avoiding,0,0.5921749999999996,49.0733181480769,direct,direct
35ad,Training,4,avoiding,0,-1.6257000000000006,29.79863570256408,direct,direct
35ad,Training,5,avoiding,0,-0.7065250000000006,40.77436548653846,direct,direct
3ad,Post-Test,1,avoiding,0,0.10474999999999955,12.680150772727275,direct,reversed
3ad,Post-Test,1,reaching,0,-2.1057500000000005,13.308397645454548,direct,reversed
3ad,Pre-Test,1,avoiding,0,2.7099107142857144,41.90548346461039,direct,reversed
3ad,Pre-Test,1,reaching,0,2.784535714285714,37.568370180519494,direct,reversed
3ad,Recap,1,avoiding,0,2.5646499999999994,24.86219674615384,direct,reversed
3ad,Training,1,avoiding,0,0.6379749999999997,81.31520228141025,direct,reversed
3ad,Training,2,avoiding,0,0.09529999999999968,20.2508096,direct,reversed
3ad,Training,3,avoiding,0,0.8869499999999994,16.6972922025641,direct,reversed
3ad,Training,4,avoiding,0,1.273749999999999,12.113347576923074,direct,reversed
3ad,Training,5,avoiding,0,1.2508999999999992,9.825380246153845,direct,reversed
7ad,Post-Test,1,avoiding,0,-2.964196428571429,100.3140096516234,direct,reversed
7ad,Post-Test,1,reaching,0,-1.6662678571428575,105.57817150876623,direct,reversed
7ad,Pre-Test,1,avoiding,0,-0.733803571428571,47.59560754253247,direct,reversed
7ad,Pre-Test,1,reaching,0,4.563625000000001,30.704831984090916,direct,reversed
7ad,Recap,1,avoiding,0,-0.7113750000000009,76.4867045480769,direct,reversed
7ad,Training,1,avoiding,0,-0.014100000000000446,158.85488911794872,direct,reversed
7ad,Training,2,avoiding,0,-1.1920250000000003,129.1023359224359,direct,reversed
7ad,Training,3,avoiding,0,-2.2878000000000007,88.32890318974357,direct,reversed
7ad,Training,4,avoiding,0,-1.8128250000000006,79.03331096858973,direct,reversed
7ad,Training,5,avoiding,0,-2.0586000000000007,77.16969024615385,direct,reversed
