participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,2.733,-37.0,-830.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,2.808,-37.0,-830.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,2.882,-37.0,-829.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,2.956,-37.0,-829.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.031,-37.0,-829.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.104,-37.0,-829.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.181,-37.0,-828.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.257,-36.0,-810.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.333,-36.0,-771.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.409,-36.0,-717.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.485,-36.0,-657.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.564,-36.0,-586.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.639,-36.0,-508.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.717,-36.0,-434.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.794,-36.0,-359.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.87,-36.0,-317.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,3.947,-36.0,-300.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.022,-36.0,-300.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.097,-36.0,-300.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.173,-36.0,-300.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.251,-36.0,-300.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.327,-35.0,-300.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.404,-34.0,-297.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.481,-29.0,-288.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.557,-26.0,-282.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.637,-19.0,-277.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.714,-15.0,-274.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.79,-11.0,-273.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.866,-9.0,-271.0,1,0,0
denniz,11,avoiding,None,Pre-Test,1,-26.05,-342.64,4.942,-16.0,-273.0,0,0,0
