participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,1.793,-38.0,-831.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,1.854,-37.0,-825.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,1.912,-37.0,-801.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,1.97,-37.0,-757.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.028,-37.0,-689.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.088,-37.0,-592.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.154,-37.0,-484.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.212,-37.0,-377.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.271,-37.0,-266.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.329,-37.0,-156.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.387,-37.0,-23.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.454,-36.0,125.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.514,-36.0,274.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.572,-36.0,428.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.631,-36.0,572.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.69,-36.0,704.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.751,-36.0,816.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.81,-36.0,890.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.869,-35.0,891.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.928,-35.0,891.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,2.987,-35.0,891.0,1,0,0
denniz,32,reaching,None,Post-Test,1,-26.05,892.09,3.048,-35.0,890.0,0,0,0
