participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.091,-38.0,-830.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.165,-38.0,-830.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.239,-37.0,-805.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.316,-37.0,-729.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.391,-37.0,-655.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.465,-37.0,-581.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.541,-37.0,-518.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.616,-37.0,-447.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.691,-37.0,-377.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.766,-37.0,-303.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.841,-37.0,-232.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.916,-37.0,-191.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,2.997,-36.0,-171.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.072,-29.0,-151.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.147,-3.0,-138.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.222,35.0,-122.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.297,36.0,-120.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.372,36.0,-80.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.448,36.0,3.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.524,36.0,107.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.599,36.0,228.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.675,36.0,342.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.75,36.0,445.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.826,37.0,542.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.903,37.0,624.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,3.981,37.0,701.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,4.059,37.0,773.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,4.135,37.0,836.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,4.217,37.0,896.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,4.292,37.0,897.0,1,0,0
denniz,25,avoiding,None,Post-Test,1,-26.05,-95.69,4.37,36.0,887.0,0,0,0
