participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.365,-38.0,-829.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.423,-38.0,-829.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.48,-38.0,-829.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.539,-38.0,-829.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.596,-38.0,-828.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.655,-38.0,-828.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.713,-38.0,-828.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.772,-38.0,-828.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.829,-38.0,-828.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.889,-38.0,-828.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,21.947,-37.0,-826.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.006,-37.0,-811.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.065,-37.0,-791.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.127,-37.0,-767.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.186,-37.0,-740.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.244,-37.0,-714.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.309,-37.0,-681.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.367,-37.0,-654.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.426,-37.0,-621.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.484,-37.0,-594.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.545,-37.0,-562.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.609,-37.0,-527.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.668,-37.0,-488.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.728,-37.0,-452.0,1,0,0
denniz,1,reaching,None,Pre-Test,1,-26.05,892.09,22.789,-37.0,-401.0,1,0,0
