participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.397,-38.0,-829.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.454,-38.0,-828.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.512,-38.0,-828.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.569,-37.0,-828.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.627,-37.0,-828.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.686,-37.0,-800.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.746,-37.0,-765.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.804,-37.0,-722.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.862,-37.0,-667.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.921,-37.0,-595.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,3.979,-37.0,-538.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.038,-37.0,-478.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.097,-37.0,-415.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.155,-37.0,-361.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.215,-37.0,-311.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.274,-37.0,-267.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.334,-37.0,-229.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.393,-37.0,-193.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.453,-37.0,-164.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.511,-37.0,-132.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.57,-37.0,-102.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.628,-36.0,-83.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.687,-36.0,-78.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.745,-36.0,-78.0,1,0,0
denniz,2,reaching,None,Pre-Test,1,-26.05,-95.69,4.805,-37.0,-78.0,0,0,0
