participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,1.909,-38.0,-834.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,1.968,-37.0,-829.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.026,-37.0,-829.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.084,-37.0,-829.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.141,-37.0,-829.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.199,-37.0,-829.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.258,-37.0,-827.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.317,-37.0,-814.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.376,-37.0,-802.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.435,-37.0,-781.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.495,-36.0,-758.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.554,-36.0,-727.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.614,-36.0,-691.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.673,-36.0,-655.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.732,-36.0,-624.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.791,-36.0,-594.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.849,-36.0,-565.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.911,-36.0,-539.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,2.97,-36.0,-507.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.03,-36.0,-472.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.09,-36.0,-439.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.148,-36.0,-401.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.206,-36.0,-357.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.264,-36.0,-306.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.323,-36.0,-261.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.381,-36.0,-208.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.441,-36.0,-160.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.5,-36.0,-116.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.561,-36.0,-74.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.62,-36.0,-43.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.685,-36.0,-13.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.744,-36.0,7.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.803,-36.0,32.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.864,-36.0,49.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.924,-36.0,64.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,3.985,-36.0,85.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.045,-36.0,97.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.104,-35.0,111.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.164,-35.0,118.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.224,-35.0,126.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.282,-35.0,126.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.341,-35.0,136.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.401,-35.0,138.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.459,-35.0,140.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.518,-35.0,140.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.576,-35.0,144.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.635,-35.0,145.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.694,-35.0,145.0,1,0,0
denniz,7,reaching,None,Pre-Test,1,-26.05,151.25,4.755,-34.0,151.0,0,0,0
