participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,2.54,-39.0,-830.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,2.599,-39.0,-830.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,2.657,-38.0,-830.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,2.718,-38.0,-829.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,2.778,-38.0,-789.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,2.838,-37.0,-720.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,2.897,-37.0,-634.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,2.957,-37.0,-541.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.018,-37.0,-434.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.134,-37.0,-202.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.193,-37.0,-91.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.251,-37.0,13.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.309,-37.0,109.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.37,-37.0,193.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.434,-37.0,245.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.493,-37.0,290.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.552,-37.0,313.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.61,-37.0,341.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.668,-37.0,369.0,1,0,0
denniz,35,reaching,None,Post-Test,1,-26.05,151.25,3.729,-35.0,388.0,0,0,0
