participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.307,-35.0,-824.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.365,-35.0,-824.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.422,-35.0,-824.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.485,-35.0,-824.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.542,-35.0,-824.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.6,-35.0,-824.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.657,-35.0,-824.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.715,-35.0,-816.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.774,-35.0,-790.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.833,-35.0,-755.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.891,-35.0,-720.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,15.949,-35.0,-674.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,16.009,-35.0,-619.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,16.069,-35.0,-578.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,16.128,-35.0,-558.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,16.188,-35.0,-554.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,16.249,-35.0,-554.0,1,0,0
denniz,4,reaching,None,Pre-Test,1,-26.05,-589.58,16.31,-39.0,-552.0,0,0,0
