participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.064,-38.0,-831.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.139,-38.0,-831.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.215,-38.0,-831.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.297,-38.0,-830.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.373,-37.0,-828.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.45,-37.0,-803.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.527,-37.0,-753.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.603,-37.0,-700.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.679,-37.0,-642.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.755,-37.0,-581.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.832,-37.0,-509.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.911,-37.0,-433.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,2.988,-37.0,-366.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.065,-36.0,-294.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.141,-36.0,-217.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.216,-36.0,-127.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.295,-36.0,-41.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.373,-36.0,33.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.45,-36.0,101.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.527,-36.0,156.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.603,-35.0,203.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.68,-27.0,230.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.756,8.0,259.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.832,37.0,280.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.907,37.0,287.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,3.984,38.0,332.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.061,38.0,392.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.141,38.0,475.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.217,38.0,565.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.294,38.0,664.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.371,38.0,747.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.498,38.0,853.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.581,38.0,892.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.657,38.0,897.0,1,0,0
denniz,29,avoiding,None,Recap,1,-26.05,398.2,4.733,38.0,897.0,0,0,0
