participant_id,trial_index,task,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
participant03,3,avoiding,Pre-Test,1,0,30.84,0.75,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.767,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.782,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.799,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.816,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.833,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.849,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.866,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.883,395.0,-63.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.899,397.0,-57.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.916,411.0,-10.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.933,419.0,30.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.95,422.0,44.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.966,422.0,54.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,0.983,422.0,58.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.0,422.0,61.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.016,422.0,64.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.033,422.0,66.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.049,422.0,67.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.066,422.0,73.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.082,424.0,101.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.1,426.0,122.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.116,429.0,140.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.133,430.0,151.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.15,430.0,159.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.166,430.0,162.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.183,430.0,166.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.2,430.0,170.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.216,430.0,183.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.233,432.0,193.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.25,434.0,204.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.267,435.0,222.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.283,436.0,231.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.299,436.0,238.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.316,436.0,245.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.332,437.0,249.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.349,437.0,254.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.366,437.0,258.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.382,437.0,263.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.4,437.0,270.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.416,438.0,282.0,1,0,0
participant03,3,avoiding,Pre-Test,1,0,30.84,1.434,438.0,282.0,0,0,0
