participant_id,trial_index,task,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
v,1,avoiding,Pre-Test,1,0,480.0,11.976,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.035,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.094,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.153,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.213,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.276,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.335,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.393,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.454,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.512,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.571,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.631,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.69,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.75,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.81,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.87,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.93,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,12.991,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,13.05,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,13.111,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,13.169,-23.0,-818.0,1,0,0
v,1,avoiding,Pre-Test,1,0,480.0,13.229,-28.0,-796.0,0,0,0
