participant_id,trial_index,task,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
k,9,avoiding,Pre-Test,1,0,480.0,23.934,4.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,23.995,4.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.056,3.0,427.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.196,3.0,427.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.257,3.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.315,4.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.373,4.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.432,5.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.491,5.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.55,5.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.609,5.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.668,4.0,426.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.727,2.0,423.0,1,0,0
k,9,avoiding,Pre-Test,1,0,480.0,24.786,1.0,423.0,0,0,0
