participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.108,-41.0,-831.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.182,-41.0,-831.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.256,-40.0,-831.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.332,-40.0,-821.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.407,-40.0,-800.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.482,-39.0,-774.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.559,-40.0,-730.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.636,-39.0,-663.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.712,-39.0,-611.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.788,-39.0,-597.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.867,-39.0,-587.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,3.943,-39.0,-555.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.019,-39.0,-539.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.094,-39.0,-539.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.17,-37.0,-538.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.246,5.0,-512.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.321,33.0,-492.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.396,33.0,-484.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.47,33.0,-429.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.552,34.0,-338.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.628,35.0,-211.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.704,36.0,-57.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.786,37.0,97.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.869,37.0,238.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,4.949,37.0,338.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.025,38.0,414.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.101,38.0,490.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.186,38.0,573.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.263,38.0,652.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.339,38.0,719.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.42,38.0,780.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.499,38.0,827.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.575,38.0,869.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.653,38.0,898.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.727,38.0,898.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.802,38.0,898.0,1,0,0
lkngyue5,8,avoiding,None,Pre-Test,1,-26.05,-342.64,5.882,33.0,879.0,0,0,0
