participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,14.952,-40.0,-830.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.01,-39.0,-830.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.069,-39.0,-831.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.127,-39.0,-831.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.186,-39.0,-805.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.245,-39.0,-772.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.305,-38.0,-723.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.364,-38.0,-664.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.424,-38.0,-592.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.482,-38.0,-505.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.543,-38.0,-405.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.602,-38.0,-294.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.66,-38.0,-186.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.719,-37.0,-84.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.777,-37.0,3.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.836,-37.0,96.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.894,-37.0,186.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,15.956,-37.0,265.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.018,-37.0,338.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.078,-37.0,389.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.139,-37.0,432.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.197,-37.0,474.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.257,-37.0,517.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.316,-36.0,564.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.377,-36.0,610.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.436,-36.0,656.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.496,-36.0,699.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.555,-36.0,742.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.665,-36.0,823.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.724,-36.0,863.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.783,-36.0,892.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.847,-36.0,893.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.905,-36.0,893.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,16.963,-36.0,893.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,17.024,-36.0,893.0,1,0,0
lkngyue5,5,reaching,None,Pre-Test,1,-26.05,892.09,17.083,-36.0,893.0,1,0,0
