participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,2.787,-40.0,-834.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,2.847,-39.0,-832.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,2.907,-37.0,-780.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,2.967,-38.0,-701.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.026,-37.0,-598.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.091,-37.0,-441.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.151,-37.0,-285.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.21,-37.0,-131.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.274,-37.0,39.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.333,-36.0,150.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.392,-36.0,233.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.457,-36.0,291.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.516,-36.0,331.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.58,-36.0,357.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.639,-36.0,388.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.698,-36.0,428.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.757,-36.0,484.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.816,-36.0,535.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.874,-36.0,576.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.933,-36.0,595.0,1,0,0
lkngyue5,3,reaching,None,Pre-Test,1,-26.05,645.14,3.992,-36.0,598.0,1,0,0
