participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,1.589,-39.0,-832.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,1.667,-38.0,-823.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,1.747,-37.0,-720.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,1.824,-37.0,-600.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,1.899,-37.0,-443.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,1.974,-37.0,-277.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.049,-37.0,-113.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.124,-37.0,29.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.198,-36.0,159.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.274,-36.0,300.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.35,-36.0,439.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.43,-36.0,550.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.506,-36.0,610.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.582,-36.0,656.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.658,-36.0,690.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.733,-36.0,715.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.808,-35.0,727.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.883,-35.0,727.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,2.958,-35.0,727.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.033,-35.0,727.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.108,-35.0,727.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.184,-35.0,726.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.259,-35.0,726.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.335,-35.0,722.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.417,-35.0,722.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.496,-34.0,723.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.572,-34.0,728.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.648,-34.0,745.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.73,-34.0,749.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.805,-34.0,749.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.88,-34.0,749.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,3.956,-34.0,758.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,4.031,-34.0,778.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,4.107,-34.0,787.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,4.182,-34.0,794.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,4.257,-34.0,800.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,4.332,-34.0,807.0,1,0,0
lkngyue5,12,avoiding,None,Pre-Test,1,-26.05,892.09,4.407,-34.0,811.0,1,0,0
