participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,5.505,-40.0,-832.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,5.58,-39.0,-829.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,5.657,-39.0,-734.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,5.732,-39.0,-629.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,5.809,-38.0,-523.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,5.884,-38.0,-406.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,5.959,-38.0,-293.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.035,-37.0,-195.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.11,-37.0,-108.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.242,-37.0,35.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.325,-37.0,112.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.4,-37.0,178.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.475,-37.0,231.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.55,-37.0,268.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.626,-37.0,303.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.705,-37.0,332.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.782,-37.0,360.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.857,-37.0,372.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,6.934,-37.0,384.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,7.013,-37.0,386.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,7.088,-37.0,386.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,7.165,-37.0,388.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,7.241,-39.0,393.0,1,0,0
lkngyue5,15,avoiding,None,Training,1,-26.05,398.2,7.322,-38.0,400.0,0,0,0
