participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,1.456,-40.0,-832.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,1.533,-39.0,-812.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,1.612,-38.0,-752.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,1.69,-38.0,-679.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,1.767,-38.0,-565.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,1.845,-37.0,-462.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,1.922,-37.0,-376.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,1.999,-37.0,-315.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.082,-37.0,-288.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.157,-30.0,-264.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.235,7.0,-228.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.311,36.0,-213.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.386,36.0,-213.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.466,36.0,-195.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.548,36.0,-113.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.628,37.0,13.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.706,37.0,150.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.781,37.0,259.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.858,37.0,378.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,2.934,37.0,471.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.012,37.0,551.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.088,38.0,612.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.166,38.0,673.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.248,38.0,753.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.332,38.0,813.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.408,38.0,860.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.486,38.0,898.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.612,37.0,898.0,1,0,0
lkngyue5,9,avoiding,None,Pre-Test,1,-26.05,151.25,3.687,22.0,886.0,0,0,0
