participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,1.568,-40.0,-833.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,1.63,-39.0,-826.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,1.691,-38.0,-765.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,1.751,-38.0,-710.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,1.812,-38.0,-636.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,1.873,-38.0,-532.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,1.933,-38.0,-428.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,1.998,-37.0,-321.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.057,-37.0,-258.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.116,-37.0,-230.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.174,-37.0,-210.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.233,-37.0,-167.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.292,-37.0,-120.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.35,-37.0,-72.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.415,-37.0,-16.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.474,-37.0,30.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.536,-37.0,65.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.596,-37.0,68.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.654,-37.0,86.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.714,-37.0,121.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.774,-37.0,145.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.833,-37.0,148.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.891,-37.0,148.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,2.951,-37.0,150.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,3.015,-37.0,152.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,3.074,-37.0,153.0,1,0,0
lkngyue5,6,reaching,None,Pre-Test,1,-26.05,151.25,3.135,-30.0,172.0,0,0,0
