participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.029,-38.0,-825.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.106,-37.0,-818.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.184,-37.0,-749.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.264,-37.0,-655.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.344,-37.0,-527.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.423,-37.0,-365.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.503,-37.0,-200.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.587,-36.0,-23.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.668,-36.0,163.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.75,-36.0,376.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.833,-36.0,592.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,2.913,-35.0,746.0,1,0,0
deniz2,7,reaching,None,Pre-Test,1,-26.05,892.09,3.046,-33.0,880.0,0,0,0
