participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,2.488,-36.0,-826.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,2.588,-36.0,-825.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,2.693,-37.0,-824.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,2.793,-36.0,-779.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,2.897,-36.0,-692.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,2.999,-36.0,-574.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.108,-36.0,-432.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.209,-36.0,-312.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.314,-36.0,-179.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.421,-36.0,-41.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.525,-35.0,92.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.634,-35.0,210.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.738,-35.0,304.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.844,-34.0,388.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,3.948,-26.0,426.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.047,12.0,452.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.155,38.0,476.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.261,38.0,524.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.365,38.0,609.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.465,38.0,716.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.569,39.0,817.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.674,38.0,887.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.776,38.0,898.0,1,0,0
deniz2,10,avoiding,None,Pre-Test,1,-26.05,645.14,4.882,36.0,873.0,0,0,0
