participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,2.718,-37.0,-829.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,2.801,-37.0,-829.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,2.883,-37.0,-828.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,2.964,-37.0,-828.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.051,-37.0,-827.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.133,-37.0,-826.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.212,-37.0,-806.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.293,-37.0,-763.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.372,-37.0,-727.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.453,-36.0,-699.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.532,-36.0,-657.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.61,-36.0,-603.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.69,-36.0,-550.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.768,-36.0,-512.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.85,-36.0,-479.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,3.932,-36.0,-449.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,4.015,-36.0,-409.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,4.099,-36.0,-372.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,4.178,-36.0,-341.0,1,0,0
deniz2,1,reaching,None,Pre-Test,1,-26.05,-342.64,4.258,-36.0,-331.0,0,0,0
