participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,1.84,-37.0,-827.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,1.947,-37.0,-827.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.048,-37.0,-827.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.15,-37.0,-827.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.254,-37.0,-827.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.353,-37.0,-827.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.454,-36.0,-792.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.558,-36.0,-748.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.66,-36.0,-729.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.764,-36.0,-706.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.867,-36.0,-703.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,2.975,-36.0,-671.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.077,-36.0,-647.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.177,-36.0,-647.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.277,-36.0,-647.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.374,-36.0,-647.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.474,-36.0,-647.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.577,-36.0,-647.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.677,-36.0,-622.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.781,-35.0,-584.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.881,-35.0,-557.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,3.988,-35.0,-534.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.091,-8.0,-506.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.198,36.0,-447.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.303,37.0,-404.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.404,34.0,-324.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.503,37.0,-169.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.608,37.0,34.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.711,37.0,220.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.818,38.0,418.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,4.92,38.0,575.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,5.032,38.0,719.0,1,0,0
deniz2,8,avoiding,None,Pre-Test,1,-26.05,-589.58,5.136,38.0,786.0,0,0,0
