participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,2.553,-37.0,-826.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,2.654,-37.0,-825.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,2.756,-37.0,-824.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,2.907,-37.0,-820.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.014,-36.0,-762.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.114,-36.0,-659.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.219,-36.0,-513.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.323,-36.0,-351.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.431,-36.0,-182.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.534,-36.0,-9.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.634,-36.0,165.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.737,-35.0,331.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.839,-35.0,493.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,3.939,-35.0,613.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.047,-35.0,708.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.15,-34.0,767.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.254,-34.0,813.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.355,-34.0,846.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.461,-34.0,882.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.563,-34.0,896.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.665,-34.0,896.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.765,-34.0,896.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.866,-34.0,896.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,4.964,-31.0,896.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,5.07,-14.0,896.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,5.173,13.0,896.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,5.274,34.0,898.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,5.379,36.0,898.0,1,0,0
deniz2,13,avoiding,None,Pre-Test,1,-26.05,892.09,5.485,33.0,898.0,0,0,0
