participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,1.469,-35.0,-792.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,1.552,-37.0,-761.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,1.634,-37.0,-697.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,1.716,-37.0,-594.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,1.802,-37.0,-456.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,1.888,-37.0,-314.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,1.969,-37.0,-210.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,2.048,-36.0,-124.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,2.129,-36.0,-47.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,2.208,-36.0,28.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,2.291,-36.0,94.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,2.374,-36.0,139.0,1,0,0
deniz2,6,reaching,None,Pre-Test,1,-26.05,151.25,2.455,-32.0,154.0,0,0,0
