participant_id,trial_index,task,mappingphase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,2.682,-37.0,-805.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,2.786,-36.0,-783.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,2.893,-18.0,-770.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.002,26.0,-726.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.109,38.0,-686.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.214,38.0,-617.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.317,38.0,-503.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.425,38.0,-339.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.531,38.0,-174.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.635,38.0,-1.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.737,38.0,175.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.842,39.0,348.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,3.942,39.0,499.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,4.097,39.0,686.0,1,0,0
deniz2,9,avoiding,None,Pre-Test,1,-26.05,-95.69,4.198,39.0,767.0,0,0,0
