participant_id,trial_index,task,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
h,12,avoiding,Pre-Test,1,0,205.73,0.319,236.0,248.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.377,235.0,251.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.437,235.0,251.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.494,235.0,251.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.551,235.0,251.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.61,233.0,259.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.67,221.0,290.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.73,209.0,339.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.789,209.0,367.0,1,0,0
h,12,avoiding,Pre-Test,1,0,205.73,0.85,191.0,368.0,0,0,0
