participant_id,trial_index,task,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
h,5,avoiding,Pre-Test,1,0,-205.73,3.241,17.0,192.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.299,17.0,192.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.355,17.0,192.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.412,17.0,192.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.47,16.0,193.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.529,10.0,198.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.587,4.0,201.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.644,-1.0,204.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.702,-5.0,208.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.759,-7.0,209.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.819,-13.0,214.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.879,-14.0,215.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.936,-15.0,218.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,3.993,-15.0,222.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.051,-9.0,229.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.109,-6.0,231.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.166,-4.0,232.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.223,-3.0,232.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.281,-3.0,232.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.339,-3.0,233.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.398,-3.0,233.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.458,-4.0,233.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.515,-4.0,233.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.573,-4.0,233.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.63,-4.0,233.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.688,-4.0,233.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.748,-4.0,234.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.806,-3.0,234.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.867,-4.0,234.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.925,-4.0,234.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,4.983,-4.0,237.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.041,2.0,240.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.099,8.0,245.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.156,10.0,253.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.214,11.0,261.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.272,12.0,269.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.33,11.0,279.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.388,8.0,289.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.446,5.0,300.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.504,3.0,312.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.562,1.0,326.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.622,0.0,338.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.68,4.0,345.0,1,0,0
h,5,avoiding,Pre-Test,1,0,-205.73,5.738,-19.0,348.0,0,0,0
