,participant_id,trial_index,task,mapping,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
0,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.734,-37.0,-819.0,0,0,0
1,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.75,-37.0,-819.0,0,0,0
2,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.763,-37.0,-819.0,0,0,0
3,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.784,-37.0,-819.0,0,0,0
4,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.8,-37.0,-819.0,0,0,0
5,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.817,-37.0,-819.0,0,0,0
6,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.833,-37.0,-819.0,0,0,0
7,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.85,-37.0,-819.0,0,0,0
8,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.867,-37.0,-819.0,0,0,0
9,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.884,-37.0,-819.0,0,0,0
10,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.9,-37.0,-819.0,0,0,0
11,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.917,-37.0,-819.0,0,0,0
12,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.934,-37.0,-819.0,0,0,0
13,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.95,-37.0,-819.0,0,0,0
14,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.967,-37.0,-819.0,0,0,0
15,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,2.984,-37.0,-819.0,0,0,0
16,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.0,-37.0,-819.0,0,0,0
17,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.016,-37.0,-819.0,0,0,0
18,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.034,-37.0,-819.0,0,0,0
19,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.05,-37.0,-819.0,0,0,0
20,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.067,-37.0,-819.0,0,0,0
21,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.084,-37.0,-818.0,0,0,0
22,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.1,-37.0,-818.0,0,0,0
23,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.117,-37.0,-816.0,0,0,0
24,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.129,-37.0,-814.0,0,0,0
25,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.146,-37.0,-803.0,0,0,0
26,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.163,-36.0,-791.0,0,0,0
27,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.179,-36.0,-772.0,0,0,0
28,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.196,-36.0,-759.0,0,0,0
29,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.213,-36.0,-750.0,0,0,0
30,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.23,-36.0,-740.0,0,0,0
31,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.246,-36.0,-733.0,0,0,0
32,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.263,-36.0,-724.0,0,0,0
33,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.279,-36.0,-717.0,0,0,0
34,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.296,-36.0,-711.0,0,0,0
35,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.312,-36.0,-704.0,0,0,0
36,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.329,-36.0,-688.0,0,0,0
37,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.346,-36.0,-674.0,0,0,0
38,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.363,-36.0,-659.0,0,0,0
39,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.381,-36.0,-638.0,0,0,0
40,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.396,-37.0,-628.0,0,0,0
41,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.413,-37.0,-624.0,0,0,0
42,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.429,-37.0,-624.0,0,0,0
43,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.446,-37.0,-623.0,0,0,0
44,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.463,-37.0,-620.0,0,0,0
45,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.479,-37.0,-612.0,0,0,0
46,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.496,-37.0,-606.0,0,0,0
47,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.513,-37.0,-595.0,0,0,0
48,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.529,-37.0,-588.0,0,0,0
49,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.546,-37.0,-581.0,0,0,0
50,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.564,-37.0,-571.0,0,0,0
51,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.579,-37.0,-562.0,0,0,0
52,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.598,-37.0,-555.0,0,0,0
53,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.613,-37.0,-552.0,0,0,0
54,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.629,-37.0,-548.0,0,0,0
55,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.646,-37.0,-543.0,0,0,0
56,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.663,-37.0,-533.0,0,0,0
57,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.679,-37.0,-524.0,0,0,0
58,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.696,-37.0,-517.0,0,0,0
59,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.713,-37.0,-511.0,0,0,0
60,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.729,-37.0,-508.0,0,0,0
61,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.746,-37.0,-500.0,0,0,0
62,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.763,-37.0,-488.0,0,0,0
63,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.779,-37.0,-477.0,0,0,0
64,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.796,-37.0,-470.0,0,0,0
65,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.813,-37.0,-467.0,0,0,0
66,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.83,-37.0,-464.0,0,0,0
67,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.846,-37.0,-459.0,0,0,0
68,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.863,-37.0,-453.0,0,0,0
69,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.879,-37.0,-447.0,0,0,0
70,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.897,-37.0,-440.0,0,0,0
71,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.913,-37.0,-434.0,0,0,0
72,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.929,-37.0,-425.0,0,0,0
73,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.946,-37.0,-417.0,0,0,0
74,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.963,-37.0,-408.0,0,0,0
75,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.98,-37.0,-404.0,0,0,0
76,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,3.996,-37.0,-404.0,0,0,0
77,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.012,-37.0,-404.0,0,0,0
78,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.029,-37.0,-404.0,0,0,0
79,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.046,-37.0,-404.0,0,0,0
80,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.063,-37.0,-404.0,0,0,0
81,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.079,-37.0,-404.0,0,0,0
82,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.096,-37.0,-404.0,0,0,0
83,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.112,-37.0,-404.0,0,0,0
84,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.129,-37.0,-404.0,0,0,0
85,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.146,-37.0,-404.0,0,0,0
86,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.162,-37.0,-404.0,0,0,0
87,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.179,-37.0,-404.0,0,0,0
88,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.196,-36.0,-404.0,0,0,0
89,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.213,-32.0,-404.0,0,0,0
90,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.229,-22.0,-405.0,0,0,0
91,48ai,407,avoiding,reversed,Recap,1,-26.05,-120.39,4.246,-13.0,-403.0,0,0,0
