,participant_id,trial_index,task,mapping,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
0,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.756,-36.0,-816.0,0,0,0
1,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.768,-36.0,-816.0,0,0,0
2,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.785,-36.0,-816.0,0,0,0
3,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.805,-36.0,-816.0,0,0,0
4,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.818,-36.0,-816.0,0,0,0
5,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.838,-36.0,-816.0,0,0,0
6,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.855,-36.0,-816.0,0,0,0
7,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.868,-36.0,-816.0,0,0,0
8,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.885,-36.0,-816.0,0,0,0
9,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.905,-35.0,-816.0,0,0,0
10,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.918,-35.0,-816.0,0,0,0
11,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.939,-35.0,-816.0,0,0,0
12,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.955,-35.0,-816.0,0,0,0
13,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.968,-35.0,-816.0,0,0,0
14,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,0.989,-35.0,-816.0,0,0,0
15,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.006,-35.0,-815.0,0,0,0
16,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.018,-35.0,-815.0,0,0,0
17,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.038,-35.0,-815.0,0,0,0
18,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.055,-35.0,-815.0,0,0,0
19,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.068,-35.0,-815.0,0,0,0
20,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.089,-35.0,-814.0,0,0,0
21,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.106,-35.0,-811.0,0,0,0
22,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.121,-34.0,-805.0,0,0,0
23,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.139,-34.0,-796.0,0,0,0
24,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.156,-33.0,-784.0,0,0,0
25,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.168,-33.0,-778.0,0,0,0
26,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.189,-33.0,-762.0,0,0,0
27,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.206,-33.0,-755.0,0,0,0
28,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.218,-33.0,-750.0,0,0,0
29,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.239,-33.0,-738.0,0,0,0
30,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.256,-33.0,-722.0,0,0,0
31,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.268,-33.0,-713.0,0,0,0
32,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.289,-33.0,-690.0,0,0,0
33,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.306,-33.0,-676.0,0,0,0
34,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.318,-33.0,-662.0,0,0,0
35,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.339,-33.0,-642.0,0,0,0
36,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.356,-33.0,-626.0,0,0,0
37,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.368,-33.0,-616.0,0,0,0
38,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.389,-33.0,-594.0,0,0,0
39,48ai,158,avoiding,reversed,Training,2,-26.05,768.62,1.406,-33.0,-571.0,0,0,0
