,participant_id,trial_index,task,mapping,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
0,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,0.989,-36.0,-812.0,0,0,0
1,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.005,-36.0,-812.0,0,0,0
2,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.022,-36.0,-812.0,0,0,0
3,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.039,-36.0,-811.0,0,0,0
4,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.055,-36.0,-811.0,0,0,0
5,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.072,-36.0,-811.0,0,0,0
6,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.089,-36.0,-810.0,0,0,0
7,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.105,-36.0,-810.0,0,0,0
8,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.122,-36.0,-810.0,0,0,0
9,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.139,-36.0,-810.0,0,0,0
10,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.155,-36.0,-810.0,0,0,0
11,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.172,-36.0,-810.0,0,0,0
12,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.188,-36.0,-809.0,0,0,0
13,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.205,-36.0,-809.0,0,0,0
14,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.222,-36.0,-809.0,0,0,0
15,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.235,-36.0,-809.0,0,0,0
16,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.255,-36.0,-809.0,0,0,0
17,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.272,-36.0,-809.0,0,0,0
18,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.289,-35.0,-809.0,0,0,0
19,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.305,-35.0,-809.0,0,0,0
20,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.322,-35.0,-809.0,0,0,0
21,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.339,-35.0,-809.0,0,0,0
22,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.355,-35.0,-809.0,0,0,0
23,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.372,-35.0,-809.0,0,0,0
24,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.388,-35.0,-809.0,0,0,0
25,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.405,-35.0,-809.0,0,0,0
26,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.422,-35.0,-809.0,0,0,0
27,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.438,-35.0,-809.0,0,0,0
28,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.455,-35.0,-809.0,0,0,0
29,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.472,-35.0,-809.0,0,0,0
30,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.489,-35.0,-808.0,0,0,0
31,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.505,-35.0,-808.0,0,0,0
32,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.522,-35.0,-808.0,0,0,0
33,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.538,-35.0,-808.0,0,0,0
34,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.555,-35.0,-808.0,0,0,0
35,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.572,-35.0,-808.0,0,0,0
36,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.584,-35.0,-807.0,0,0,0
37,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.6,-35.0,-807.0,0,0,0
38,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.617,-35.0,-807.0,0,0,0
39,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.634,-35.0,-807.0,0,0,0
40,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.651,-35.0,-807.0,0,0,0
41,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.667,-35.0,-807.0,0,0,0
42,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.684,-35.0,-807.0,0,0,0
43,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.701,-35.0,-807.0,0,0,0
44,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.717,-35.0,-807.0,0,0,0
45,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.735,-36.0,-805.0,0,0,0
46,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.751,-36.0,-801.0,0,0,0
47,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.768,-36.0,-796.0,0,0,0
48,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.784,-36.0,-789.0,0,0,0
49,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.801,-35.0,-775.0,0,0,0
50,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.818,-35.0,-761.0,0,0,0
51,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.834,-35.0,-742.0,0,0,0
52,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.851,-35.0,-733.0,0,0,0
53,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.868,-35.0,-721.0,0,0,0
54,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.884,-35.0,-704.0,0,0,0
55,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.901,-35.0,-692.0,0,0,0
56,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.917,-35.0,-683.0,0,0,0
57,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.934,-35.0,-671.0,0,0,0
58,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.951,-35.0,-658.0,0,0,0
59,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.967,-35.0,-648.0,0,0,0
60,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,1.984,-34.0,-634.0,0,0,0
61,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.001,-34.0,-621.0,0,0,0
62,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.017,-34.0,-609.0,0,0,0
63,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.034,-34.0,-593.0,0,0,0
64,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.051,-34.0,-582.0,0,0,0
65,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.068,-34.0,-571.0,0,0,0
66,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.084,-34.0,-557.0,0,0,0
67,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.101,-34.0,-547.0,0,0,0
68,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.119,-34.0,-534.0,0,0,0
69,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.134,-34.0,-524.0,0,0,0
70,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.151,-34.0,-513.0,0,0,0
71,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.167,-34.0,-506.0,0,0,0
72,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.184,-34.0,-500.0,0,0,0
73,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.201,-34.0,-495.0,0,0,0
74,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.218,-34.0,-487.0,0,0,0
75,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.234,-34.0,-481.0,0,0,0
76,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.251,-34.0,-477.0,0,0,0
77,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.267,-34.0,-473.0,0,0,0
78,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.284,-34.0,-470.0,0,0,0
79,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.301,-34.0,-468.0,0,0,0
80,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.318,-34.0,-467.0,0,0,0
81,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.334,-34.0,-466.0,0,0,0
82,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.35,-34.0,-466.0,0,0,0
83,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.367,-34.0,-466.0,0,0,0
84,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.384,-34.0,-466.0,0,0,0
85,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.4,-34.0,-466.0,0,0,0
86,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.417,-34.0,-466.0,0,0,0
87,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.434,-34.0,-466.0,0,0,0
88,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.451,-34.0,-466.0,0,0,0
89,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.467,-34.0,-466.0,0,0,0
90,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.484,-34.0,-466.0,0,0,0
91,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.502,-34.0,-466.0,0,0,0
92,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.519,-34.0,-466.0,0,0,0
93,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.534,-34.0,-466.0,0,0,0
94,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.551,-33.0,-467.0,0,0,0
95,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.567,-33.0,-468.0,0,0,0
96,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.584,-33.0,-469.0,0,0,0
97,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.601,-33.0,-470.0,0,0,0
98,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.618,-32.0,-470.0,0,0,0
99,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.634,-31.0,-471.0,0,0,0
100,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.651,-24.0,-473.0,0,0,0
101,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.667,-13.0,-472.0,0,0,0
102,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.684,0.0,-466.0,0,0,0
103,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.702,19.0,-455.0,0,0,0
104,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.717,31.0,-449.0,0,0,0
105,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.734,35.0,-446.0,0,0,0
106,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.75,35.0,-446.0,0,0,0
107,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.767,35.0,-446.0,0,0,0
108,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.784,35.0,-446.0,0,0,0
109,48ai,258,avoiding,reversed,Training,4,-26.05,-120.39,2.8,35.0,-446.0,0,0,0
