,participant_id,trial_index,task,mapping,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
0,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.246,-26.0,-829.0,0,0,0
1,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.262,-26.0,-829.0,0,0,0
2,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.279,-26.0,-829.0,0,0,0
3,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.295,-26.0,-829.0,0,0,0
4,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.312,-26.0,-828.0,0,0,0
5,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.329,-26.0,-827.0,0,0,0
6,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.346,-27.0,-827.0,0,0,0
7,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.362,-27.0,-827.0,0,0,0
8,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.379,-27.0,-825.0,0,0,0
9,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.396,-28.0,-821.0,0,0,0
10,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.412,-28.0,-815.0,0,0,0
11,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.43,-28.0,-805.0,0,0,0
12,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.446,-27.0,-795.0,0,0,0
13,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.462,-27.0,-774.0,0,0,0
14,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.479,-27.0,-755.0,0,0,0
15,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.496,-27.0,-731.0,0,0,0
16,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.512,-28.0,-706.0,0,0,0
17,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.529,-28.0,-669.0,0,0,0
18,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.546,-28.0,-639.0,0,0,0
19,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.562,-30.0,-595.0,0,0,0
20,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.579,-31.0,-557.0,0,0,0
21,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.596,-32.0,-501.0,0,0,0
22,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.612,-33.0,-448.0,0,0,0
23,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.629,-33.0,-411.0,0,0,0
24,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.646,-34.0,-374.0,0,0,0
25,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.663,-34.0,-342.0,0,0,0
26,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.679,-35.0,-305.0,0,0,0
27,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.696,-35.0,-269.0,0,0,0
28,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.712,-35.0,-239.0,0,0,0
29,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.729,-36.0,-208.0,0,0,0
30,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.746,-36.0,-179.0,0,0,0
31,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.763,-36.0,-148.0,0,0,0
32,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.779,-36.0,-129.0,0,0,0
33,48ai,373,avoiding,reversed,Recap,1,-26.05,324.12,1.796,-36.0,-100.0,0,0,0
