,participant_id,trial_index,task,mapping,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
0,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.117,-35.0,-808.0,0,0,0
1,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.134,-35.0,-808.0,0,0,0
2,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.15,-35.0,-808.0,0,0,0
3,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.167,-35.0,-808.0,0,0,0
4,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.182,-35.0,-808.0,0,0,0
5,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.196,-35.0,-808.0,0,0,0
6,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.217,-35.0,-808.0,0,0,0
7,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.233,-35.0,-808.0,0,0,0
8,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.25,-35.0,-808.0,0,0,0
9,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.266,-35.0,-808.0,0,0,0
10,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.28,-35.0,-808.0,0,0,0
11,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.3,-34.0,-808.0,0,0,0
12,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.317,-34.0,-808.0,0,0,0
13,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.333,-34.0,-808.0,0,0,0
14,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.349,-34.0,-808.0,0,0,0
15,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.367,-34.0,-808.0,0,0,0
16,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.383,-34.0,-808.0,0,0,0
17,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.4,-34.0,-808.0,0,0,0
18,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.414,-35.0,-806.0,0,0,0
19,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.434,-37.0,-801.0,0,0,0
20,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.451,-37.0,-800.0,0,0,0
21,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.467,-37.0,-800.0,0,0,0
22,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.483,-37.0,-801.0,0,0,0
23,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.5,-37.0,-801.0,0,0,0
24,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.517,-37.0,-800.0,0,0,0
25,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.534,-36.0,-794.0,0,0,0
26,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.551,-35.0,-779.0,0,0,0
27,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.567,-35.0,-748.0,0,0,0
28,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.584,-35.0,-727.0,0,0,0
29,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.6,-35.0,-712.0,0,0,0
30,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.617,-34.0,-702.0,0,0,0
31,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.634,-34.0,-697.0,0,0,0
32,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.651,-35.0,-679.0,0,0,0
33,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.667,-35.0,-665.0,0,0,0
34,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.68,-35.0,-650.0,0,0,0
35,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.701,-34.0,-629.0,0,0,0
36,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.717,-34.0,-614.0,0,0,0
37,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.734,-34.0,-603.0,0,0,0
38,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.748,-34.0,-594.0,0,0,0
39,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.762,-34.0,-583.0,0,0,0
40,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.78,-34.0,-570.0,0,0,0
41,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.796,-34.0,-564.0,0,0,0
42,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.812,-34.0,-560.0,0,0,0
43,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.829,-34.0,-559.0,0,0,0
44,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.846,-35.0,-557.0,0,0,0
45,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.862,-35.0,-552.0,0,0,0
46,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.879,-35.0,-550.0,0,0,0
47,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.895,-35.0,-550.0,0,0,0
48,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.912,-35.0,-550.0,0,0,0
49,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.929,-35.0,-550.0,0,0,0
50,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.945,-35.0,-549.0,0,0,0
51,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.962,-35.0,-549.0,0,0,0
52,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.979,-35.0,-549.0,0,0,0
53,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,1.995,-35.0,-549.0,0,0,0
54,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.012,-35.0,-549.0,0,0,0
55,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.029,-34.0,-550.0,0,0,0
56,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.046,-33.0,-550.0,0,0,0
57,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.062,-32.0,-550.0,0,0,0
58,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.08,-27.0,-552.0,0,0,0
59,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.096,-20.0,-552.0,0,0,0
60,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.113,-6.0,-550.0,0,0,0
61,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.129,4.0,-546.0,0,0,0
62,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.146,15.0,-542.0,0,0,0
63,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.162,26.0,-538.0,0,0,0
64,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.179,34.0,-536.0,0,0,0
65,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.195,34.0,-535.0,0,0,0
66,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.212,34.0,-535.0,0,0,0
67,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.229,34.0,-536.0,0,0,0
68,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.245,34.0,-536.0,0,0,0
69,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.262,34.0,-536.0,0,0,0
70,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.279,34.0,-536.0,0,0,0
71,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.296,34.0,-535.0,0,0,0
72,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.313,34.0,-527.0,0,0,0
73,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.329,34.0,-505.0,0,0,0
74,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.346,34.0,-486.0,0,0,0
75,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.362,34.0,-463.0,0,0,0
76,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.379,34.0,-447.0,0,0,0
77,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.396,34.0,-430.0,0,0,0
78,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.413,34.0,-400.0,0,0,0
79,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.429,34.0,-363.0,0,0,0
80,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.446,35.0,-325.0,0,0,0
81,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.462,35.0,-297.0,0,0,0
82,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.479,34.0,-267.0,0,0,0
83,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.496,34.0,-235.0,0,0,0
84,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.512,34.0,-190.0,0,0,0
85,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.529,34.0,-156.0,0,0,0
86,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.546,34.0,-107.0,0,0,0
87,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.562,34.0,-69.0,0,0,0
88,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.579,34.0,-31.0,0,0,0
89,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.596,34.0,22.0,0,0,0
90,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.613,34.0,60.0,0,0,0
91,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.629,34.0,98.0,0,0,0
92,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.646,34.0,132.0,0,0,0
93,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.662,33.0,177.0,0,0,0
94,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.679,32.0,218.0,0,0,0
95,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.696,31.0,258.0,0,0,0
96,48ai,274,avoiding,reversed,Training,5,-26.05,-120.39,2.713,31.0,290.0,0,0,0
