,participant_id,trial_index,task,mapping,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
0,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.406,-36.0,-813.0,0,0,0
1,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.423,-36.0,-812.0,0,0,0
2,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.438,-36.0,-812.0,0,0,0
3,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.456,-36.0,-811.0,0,0,0
4,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.473,-36.0,-808.0,0,0,0
5,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.489,-36.0,-803.0,0,0,0
6,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.505,-35.0,-795.0,0,0,0
7,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.522,-35.0,-781.0,0,0,0
8,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.539,-33.0,-757.0,0,0,0
9,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.555,-33.0,-739.0,0,0,0
10,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.572,-33.0,-725.0,0,0,0
11,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.589,-33.0,-723.0,0,0,0
12,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.605,-33.0,-722.0,0,0,0
13,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.621,-33.0,-719.0,0,0,0
14,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.639,-34.0,-701.0,0,0,0
15,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.655,-34.0,-680.0,0,0,0
16,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.672,-33.0,-656.0,0,0,0
17,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.689,-32.0,-626.0,0,0,0
18,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.705,-32.0,-607.0,0,0,0
19,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.723,-32.0,-583.0,0,0,0
20,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.739,-33.0,-561.0,0,0,0
21,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.756,-33.0,-538.0,0,0,0
22,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.772,-33.0,-511.0,0,0,0
23,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.789,-33.0,-474.0,0,0,0
24,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.806,-33.0,-440.0,0,0,0
25,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.822,-34.0,-416.0,0,0,0
26,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.839,-35.0,-394.0,0,0,0
27,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.855,-36.0,-375.0,0,0,0
28,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.872,-36.0,-348.0,0,0,0
29,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.889,-36.0,-324.0,0,0,0
30,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.905,-36.0,-284.0,0,0,0
31,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.921,-36.0,-255.0,0,0,0
32,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.939,-36.0,-227.0,0,0,0
33,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.956,-35.0,-193.0,0,0,0
34,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.972,-35.0,-167.0,0,0,0
35,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,1.989,-35.0,-139.0,0,0,0
36,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.006,-35.0,-111.0,0,0,0
37,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.022,-35.0,-73.0,0,0,0
38,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.034,-35.0,-54.0,0,0,0
39,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.051,-36.0,-26.0,0,0,0
40,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.067,-36.0,11.0,0,0,0
41,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.084,-36.0,45.0,0,0,0
42,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.1,-36.0,75.0,0,0,0
43,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.117,-36.0,101.0,0,0,0
44,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.134,-36.0,127.0,0,0,0
45,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.151,-36.0,160.0,0,0,0
46,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.167,-36.0,184.0,0,0,0
47,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.186,-36.0,215.0,0,0,0
48,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.201,-35.0,238.0,0,0,0
49,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.217,-35.0,259.0,0,0,0
50,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.235,-35.0,289.0,0,0,0
51,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.25,-34.0,310.0,0,0,0
52,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.268,-34.0,329.0,0,0,0
53,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.284,-34.0,354.0,0,0,0
54,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.301,-34.0,373.0,0,0,0
55,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.317,-34.0,391.0,0,0,0
56,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.334,-34.0,413.0,0,0,0
57,48ai,446,reaching,reversed,Post-Test,1,-26.05,-564.89,2.351,-34.0,429.0,0,0,0
