participant_id,trial_index,task,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.112,-40.0,-828.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.17,-40.0,-828.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.228,-40.0,-828.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.287,-40.0,-821.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.347,-39.0,-775.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.413,-39.0,-716.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.475,-39.0,-621.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.534,-39.0,-526.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.593,-38.0,-425.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.652,-38.0,-332.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.711,-38.0,-258.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.77,-38.0,-188.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.829,-38.0,-124.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.887,-37.0,-84.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,4.946,-37.0,-60.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.005,-37.0,-38.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.064,-37.0,-6.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.122,-37.0,25.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.181,-37.0,52.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.246,-37.0,71.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.308,-37.0,89.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.368,-37.0,112.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.427,-37.0,136.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.496,-37.0,152.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.561,-37.0,153.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.622,-37.0,153.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.68,-37.0,153.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.738,-37.0,153.0,1,0,0
lingyue3,2,reaching,Pre-Test,1,-26.05,151.25,5.844,-29.0,173.0,0,0,0
