participant_id,trial_index,task,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
l,1,avoiding,Pre-Test,1,0,68.54,16.399,-45.0,-456.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.457,-45.0,-456.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.515,-45.0,-456.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.573,-46.0,-456.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.631,-45.0,-456.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.692,-45.0,-450.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.751,-45.0,-439.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.811,-45.0,-426.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.87,-45.0,-413.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.93,-46.0,-402.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,16.988,-46.0,-392.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.047,-46.0,-382.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.106,-46.0,-373.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.168,-45.0,-363.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.228,-44.0,-353.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.288,-43.0,-343.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.347,-42.0,-333.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.407,-40.0,-323.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.466,-38.0,-311.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.526,-37.0,-297.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.584,-35.0,-283.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.645,-32.0,-265.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.704,-29.0,-248.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.764,-28.0,-231.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.823,-28.0,-211.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.882,-28.0,-190.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,17.941,-27.0,-171.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.0,-26.0,-153.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.06,-25.0,-137.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.119,-25.0,-122.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.179,-25.0,-109.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.24,-23.0,-96.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.301,-20.0,-83.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.362,-18.0,-71.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.422,-16.0,-60.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.482,-16.0,-50.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.541,-17.0,-38.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.6,-17.0,-27.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.658,-17.0,-15.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.718,-18.0,-3.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.779,-19.0,8.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.838,-20.0,16.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.898,-20.0,21.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,18.958,-21.0,25.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,19.018,-21.0,28.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,19.08,-23.0,32.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,19.138,-25.0,36.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,19.198,-26.0,39.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,19.26,-28.0,42.0,1,0,0
l,1,avoiding,Pre-Test,1,0,68.54,19.32,-28.0,42.0,0,0,0
