participant_id,trial_index,task,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
l,6,avoiding,Pre-Test,1,0,-342.82,9.393,9.0,-480.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.454,9.0,-480.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.514,9.0,-480.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.574,9.0,-478.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.633,9.0,-472.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.693,9.0,-466.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.751,9.0,-457.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.809,9.0,-449.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.867,9.0,-442.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.927,10.0,-435.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,9.985,11.0,-429.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.044,12.0,-420.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.104,14.0,-409.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.163,14.0,-401.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.223,15.0,-395.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.282,15.0,-391.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.342,15.0,-386.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.401,15.0,-381.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.459,14.0,-377.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.521,14.0,-375.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.581,14.0,-375.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.642,14.0,-373.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.701,14.0,-373.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.822,14.0,-373.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.881,14.0,-373.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,10.942,14.0,-373.0,1,0,0
l,6,avoiding,Pre-Test,1,0,-342.82,11.002,17.0,-359.0,0,0,0
