participant_id,trial_index,task,mapping,phase,block,target_pos_x,target_pos_y,timestamp,current_pos_x,current_pos_y,left_button_pressed,middle_button_pressed,right_button_pressed
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.305,-29.0,-806.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.322,-29.0,-806.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.339,-29.0,-800.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.356,-29.0,-790.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.372,-28.0,-771.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.389,-27.0,-751.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.402,-27.0,-726.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.422,-27.0,-696.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.439,-26.0,-650.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.456,-26.0,-611.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.472,-26.0,-570.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.489,-26.0,-516.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.506,-26.0,-476.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.522,-27.0,-426.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.539,-27.0,-389.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.556,-27.0,-349.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.572,-27.0,-306.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.589,-27.0,-245.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.605,-28.0,-199.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.622,-28.0,-141.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.639,-28.0,-101.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.655,-28.0,-64.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.672,-29.0,-17.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.689,-29.0,19.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.705,-29.0,54.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.722,-29.0,97.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.739,-29.0,124.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.755,-28.0,148.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.772,-27.0,171.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.789,-25.0,183.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.805,-23.0,191.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.822,-18.0,199.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.839,-11.0,208.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.855,0.0,227.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.872,12.0,249.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.889,24.0,278.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.905,35.0,310.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.922,40.0,354.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.939,39.0,390.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.955,39.0,411.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.972,39.0,432.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,1.989,39.0,456.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.005,39.0,498.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.022,39.0,535.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.039,39.0,574.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.055,39.0,613.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.072,39.0,660.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.089,39.0,706.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.105,39.0,741.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.122,39.0,777.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.139,39.0,814.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.155,39.0,860.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.172,39.0,888.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.189,39.0,897.0,0,0,0
43ad,353,avoiding,direct,Post-Test,1,-26.05,324.12,2.203,39.0,897.0,0,0,0
